s,i,w,Tag,?*?,l,x,p,g,f,sent_id,Case,Number,Type,Polarity,Reflex,Polite,Evident,Aspect,Person,Voice,Mood,type,Tense,cat
218,17,zorluğunu,I-DefiniteObj,,zor,NOUN,Noun,19,obj,bio_755,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
218,18,iyi,B-AdverbialComp,,iyi,ADV,Adj,19,advmod,bio_755,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
218,19,biliyordu,B-Pred,,bil,VERB,Verb,0,root,bio_755,_,Sing,_,Pos,_,_,Fh,Prog,3,_,_,_,Past,bio
218,20,.,PUNCT,,.,PUNCT,PUNCT,19,PUNCT,bio_755,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
223,1,Özellikle,B-AdverbialComp,,özellikle,ADV,Adverb,2,advmod,bio_1524,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
223,2,eğitimsiz,I-AdverbialComp,,eğitim,ADJ,Adj,13,amod,bio_1524,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
223,3,",",I-AdverbialComp,,",",PUNCT,PUNCT,6,PUNCT,bio_1524,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
223,4,kendi,I-AdverbialComp,,kendi,PRON,Reflex,5,nmod:poss,bio_1524,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
223,5,çıkarını,I-AdverbialComp,,çıkar,NOUN,Noun,6,obj,bio_1524,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
223,6,bilmeyen,I-AdverbialComp,,bil,VERB,Verb,2,conj,bio_1524,_,_,_,Neg,_,_,_,_,_,_,_,_,Pres,bio
223,7,ya,I-AdverbialComp,,ya,CCONJ,Conj,10,cc,bio_1524,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
223,8,da,I-AdverbialComp,,da,CCONJ,Conj,10,cc,bio_1524,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
223,9,bilir,I-AdverbialComp,,bil,VERB,Verb,10,advcl,bio_1524,_,Sing,_,Pos,_,_,_,Hab,3,_,_,_,Pres,bio
223,10,gözükmeyen,I-AdverbialComp,,gözük,VERB,Verb,2,conj,bio_1524,_,_,_,Neg,_,_,_,_,_,_,_,_,Pres,bio
223,11,bu,I-AdverbialComp,,bu,DET,Det,13,det,bio_1524,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
223,12,durağan,I-AdverbialComp,,Durağan,ADJ,Adj,13,amod,bio_1524,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
223,13,toplumu,I-AdverbialComp,,toplum,NOUN,Noun,14,obj,bio_1524,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
223,14,harekete,I-AdverbialComp,,hareket,NOUN,Noun,20,advcl,bio_1524,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
223,15,geçirmek,I-AdverbialComp,,geçir,VERB,Verb,14,compound,bio_1524,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
223,16,için,I-AdverbialComp,,için,ADP,PCNom,14,case,bio_1524,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
223,17,şiddetli,B-Subj,,şiddet,ADJ,Adj,19,amod,bio_1524,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
223,18,bir,I-Subjj,,bir,DET,ANum,19,det,bio_1524,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
223,19,deprem,I-Subjj,,deprem,NOUN,Noun,20,nsubj,bio_1524,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
223,20,gerekecekti,B-Pred,,gerek,VERB,Verb,0,root,bio_1524,_,Sing,_,Pos,_,_,Fh,Imp,3,_,_,_,Fut,bio
223,21,.,PUNCT,,.,PUNCT,PUNCT,20,PUNCT,bio_1524,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
224,1,Çocuk,B-Subj,,çocuk,NOUN,Noun,2,nsubj,bio_991,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
224,2,kararlıydı,B-Pred,,karar,VERB,Verb,0,root,bio_991,Nom,Sing,_,_,_,_,Fh,Perf,3,_,_,_,Past,bio
224,3,.,PUNCT,,.,PUNCT,PUNCT,2,PUNCT,bio_991,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
226,1,Bu,B-AdverbialComp,,bu,DET,Det,2,det,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
226,2,söz,I-AdverbialComp,,söz,NOUN,Noun,3,nmod:poss,bio_582,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
226,3,annem,I-AdverbialComp,,anne,NOUN,Noun,9,obl,bio_582,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
226,4,için,I-AdverbialComp,,için,ADP,PCNom,3,case,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
226,5,o,I-AdverbialComp,,o,DET,Det,7,det,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
226,6,kadar,I-AdverbialComp,,kadar,ADP,PCDat,5,case,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
226,7-8,önemli,I-AdverbialComp,,_,_,_,0,_,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
226,9,olmuştu,I-AdverbialComp,,ol,VERB,Verb,15,nmod,bio_582,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
226,10,ki,I-AdverbialComp,,ki,CCONJ,Conj,9,advmod:emph,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
226,11,bana,B-IndirectObj,,ben,PRON,Pers,9,obl,bio_582,Dat,Sing,_,_,_,_,_,_,1,_,_,_,_,bio
226,12,her,B-AdverbialComp,,her,DET,Det,15,obl,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
226,13,zaman,I-AdverbialComp,,zaman,NOUN,Noun,12,compound,bio_582,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
226,14,bunu,B-DefiniteObj,,bu,PRON,Demons,15,obj,bio_582,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
226,15,söylerdi,B-Pred,,söyle,VERB,Verb,0,root,bio_582,_,Sing,_,Pos,_,_,Fh,Hab,3,_,_,_,Pres,bio
226,16,.,PUNCT,,.,PUNCT,PUNCT,15,PUNCT,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
227,1,Bu,B-AdverbialComp,,bu,DET,Det,2,det,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
227,2,söz,I-AdverbialComp,,söz,NOUN,Noun,3,nmod:poss,bio_582,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
227,3,annem,I-AdverbialComp,,anne,NOUN,Noun,9,obl,bio_582,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
227,4,için,I-AdverbialComp,,için,ADP,PCNom,3,case,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
227,5,o,I-AdverbialComp,,o,DET,Det,7,det,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
227,6,kadar,I-AdverbialComp,,kadar,ADP,PCDat,5,case,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
227,7,önem,I-AdverbialComp,,önem,NOUN,Noun,9,obl,bio_582,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
227,8,li,I-AdverbialComp,,li,ADP,With,7,case,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
227,9,olmuştu,I-AdverbialComp,,ol,VERB,Verb,15,nmod,bio_582,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
227,10,ki,I-AdverbialComp,,ki,CCONJ,Conj,9,advmod:emph,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
227,11,bana,B-IndirectObj,,ben,PRON,Pers,9,obl,bio_582,Dat,Sing,_,_,_,_,_,_,1,_,_,_,_,bio
227,12,her,B-AdverbialComp,,her,DET,Det,15,obl,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
227,13,zaman,I-AdverbialComp,,zaman,NOUN,Noun,12,compound,bio_582,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
227,14,bunu,B-DefiniteObj,,bu,PRON,Demons,15,obj,bio_582,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
227,15,söylerdi,B-Pred,,söyle,VERB,Verb,0,root,bio_582,_,Sing,_,Pos,_,_,Fh,Hab,3,_,_,_,Pres,bio
227,16,.,PUNCT,,.,PUNCT,PUNCT,15,PUNCT,bio_582,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,1,Deniz,B-Subj,,Deniz,PROPN,Prop,19,nsubj,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,2,Baykal,I-Subjj,,Baykal,PROPN,Prop,1,flat,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,3,",",I-Subjj,,",",PUNCT,PUNCT,4,PUNCT,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,4,Cahit,I-Subjj,,Cahit,PROPN,Prop,1,conj,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,5,Kayra,I-Subjj,,Kayra,PROPN,Prop,4,flat,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,6,",",I-Subjj,,",",PUNCT,PUNCT,7,PUNCT,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,7,Mustafa,I-Subjj,,Mustafa,PROPN,Prop,1,conj,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,8,Ok,I-Subjj,,ok,PROPN,Prop,7,flat,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,9,",",I-Subjj,,",",PUNCT,PUNCT,10,PUNCT,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,10,Erol,I-Subjj,,Erol,PROPN,Prop,1,conj,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,11,Çevikçe,I-Subjj,,Çevikçe,PROPN,Prop,10,flat,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,12,ayrıca,I-Subjj,,ayrıca,ADV,Noun,14,advmod,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,13,Doçent,I-Subjj,,doçent,PROPN,Prop,14,amod,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,14,Özsan,I-Subjj,,Özsan,PROPN,Prop,1,conj,bio_546,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
228,15,Uluatam,I-Subjj,,Uluatam,ADJ,Adj,14,flat,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,16,ve,I-Subjj,,ve,CCONJ,Conj,17,cc,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,17,Üstün,I-Subjj,,Üstün,ADJ,Adj,1,conj,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,18,Üstün,I-Subjj,,Üstün,ADJ,Adj,17,flat,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,19,var,B-Pred,,var,ADJ,Adj,0,root,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
228,20,.,PUNCT,,.,PUNCT,PUNCT,19,PUNCT,bio_546,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
229,1,Babamı,B-DefiniteObj,,baba,NOUN,Noun,3,obj,bio_386,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
229,2,camiye,B-IndirectObj,,cami,NOUN,Noun,3,obl,bio_386,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
229,3,götürmeyecektik,B-Pred,,götür,VERB,Verb,0,root,bio_386,_,Plur,_,Neg,_,_,Fh,Imp,1,_,_,_,Fut,bio
229,4,.,PUNCT,,.,PUNCT,PUNCT,3,PUNCT,bio_386,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
232,1,Burhan,B-Subj,,Burhan,PROPN,Prop,17,nsubj,bio_13,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
232,2,Felek,I-Subjj,,felek,PROPN,Prop,1,flat,bio_13,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
232,3,",",PUNCT,,",",PUNCT,PUNCT,17,PUNCT,bio_13,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
232,4,"""",PUNCT,,"""",PUNCT,PUNCT,7,PUNCT,bio_13,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
232,5,Sinop'a,B-IndirectObj,,Sinop,PROPN,Prop,7,obl,bio_13,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
232,6,Nasıl,I-IndirectObj,,nasıl,ADV,Adverb,7,advmod,bio_13,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
232,7,Sürüldüm,I-IndirectObj,,sür,VERB,Verb,10,nmod:poss,bio_13,_,Sing,_,Pos,_,_,Fh,Perf,1,Pass,_,_,Past,bio
232,8,?,I-IndirectObj,,?,PUNCT,PUNCT,7,PUNCT,bio_13,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
232,9,"""",I-IndirectObj,,"""",PUNCT,PUNCT,7,PUNCT,bio_13,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
232,10,yazısında,I-IndirectObj,,yazı,NOUN,Noun,17,obl,bio_13,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
232,11,ilk,B-DefiniteObj,,ilk,ADJ,Adj,12,amod,bio_13,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
232,12,durağının,I-DefiniteObj,,durak,NOUN,Noun,15,nsubj,bio_13,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
232,13,Bekir,I-DefiniteObj,,Bekir,PROPN,Prop,15,obj,bio_13,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
232,14,Ağa,I-DefiniteObj,,ağa,NOUN,Noun,13,flat,bio_13,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
232,15,olduğunu,I-DefiniteObj,,ol,VERB,Verb,17,ccomp,bio_13,Acc,Sing,_,Pos,_,_,_,Perf,3,_,_,_,Past,bio
232,16,şöyle,B-AdverbialComp,,şöyle,ADV,Adverb,17,advmod,bio_13,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
232,17,anlatır,B-Pred,,anlat,VERB,Verb,0,root,bio_13,_,Sing,_,Pos,_,_,_,Hab,3,_,_,_,Pres,bio
232,18,:,PUNCT,,:,PUNCT,PUNCT,17,PUNCT,bio_13,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
241,1,Sonra,B-AdverbialComp,,sonra,ADV,PCAbl,3,advmod,bio_1702,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
241,2,oyuna,B-IndirectObj,,oyun,NOUN,Noun,3,obj,bio_1702,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
241,3,devam,B-Pred,,devam,NOUN,Noun,0,root,bio_1702,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
241,4,edildi,I-Pred,,et,VERB,Verb,3,compound:lvc,bio_1702,_,Sing,_,Pos,_,_,Fh,Perf,3,Pass,_,_,Past,bio
241,5,.,PUNCT,,.,PUNCT,PUNCT,3,PUNCT,bio_1702,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
243,1,Zifiri,B-Pred,,Zifir,PRON,Quant,2,amod,bio_1187,Nom,Sing,Ind,_,_,_,_,_,3,_,_,Ind,_,bio
243,2,karanlık,I-Pred,,karanlık,ADJ,Adj,0,root,bio_1187,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
243,3,",",PUNCT,,",",PUNCT,PUNCT,6,PUNCT,bio_1187,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
243,4,hiçbir,B-Subj,,hiçbir,DET,Det,5,det,bio_1187,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
243,5,şey,I-Subjj,,şey,NOUN,Noun,6,nsubj,bio_1187,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
243,6,görünmüyor,B-Pred,,görün,VERB,Verb,2,conj,bio_1187,_,Sing,_,Neg,_,_,_,Prog,3,_,_,_,Pres,bio
243,7,.,PUNCT,,.,PUNCT,PUNCT,6,PUNCT,bio_1187,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
246,1,(,PUNCT,,(,PUNCT,PUNCT,5,PUNCT,bio_1437,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
246,2,Bunlardan,B-IndirectObj,,bu,PRON,Demons,3,nmod:poss,bio_1437,Abl,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
246,3,birkaçına,I-IndirectObj,,birkaçı,NOUN,Noun,5,obj,bio_1437,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
246,4,ilerde,B-AdverbialComp,,i,ADJ,NAdj,5,obl,bio_1437,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
246,5,rastlayacağım,B-Pred,,rastla,VERB,Verb,0,root,bio_1437,_,Sing,_,Pos,_,_,_,Imp,1,_,_,_,Fut,bio
246,6,.,PUNCT,,.,PUNCT,PUNCT,5,PUNCT,bio_1437,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
248,1,Gençlerin,B-IndirectObj,,Genç,NOUN,Noun,7,nsubj,bio_191,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
248,2,yalnız,I-IndirectObj,,yalnız,ADV,Adverb,7,advmod,bio_191,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
248,3,başlarına,I-IndirectObj,,baş,NOUN,Noun,2,compound,bio_191,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
248,4,",",I-IndirectObj,,",",PUNCT,PUNCT,7,PUNCT,bio_191,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
248,5,sağda,I-IndirectObj,,sağ,NOUN,Noun,7,obl,bio_191,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
248,6,solda,I-IndirectObj,,sol(I),ADJ,NAdj,5,compound:redup,bio_191,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
248,7,yokedilip,I-IndirectObj,,yoked,VERB,Verb,8,advcl,bio_191,_,_,_,Pos,_,_,_,Perf,_,Pass,Ind,_,Pres,bio
248,8,gitmesinden,I-IndirectObj,,git,NOUN,Noun,9,ccomp,bio_191,Abl,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
248,9,korkuyorum,B-Pred,,kork,VERB,Verb,0,root,bio_191,_,Sing,_,Pos,_,_,_,Prog,1,_,_,_,Pres,bio
248,10,.,PUNCT,,.,PUNCT,PUNCT,9,PUNCT,bio_191,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
249,1,Şu,B-DefiniteObj,,şu,DET,Det,5,det,bio_551,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
249,2,"""alış",I-DefiniteObj,,"""alış",NOUN,Noun,5,nmod:poss,bio_551,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
249,3,-,I-DefiniteObj,,-,PUNCT,PUNCT,2,PUNCT,bio_551,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
249,4,veriş,I-DefiniteObj,,ver,NOUN,Noun,2,compound,bio_551,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
249,5,hastalığına,I-DefiniteObj,,hastalık,NOUN,Noun,11,iobj,bio_551,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
249,6,"""",I-DefiniteObj,,"""",PUNCT,PUNCT,5,PUNCT,bio_551,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
249,7,birazcık,I-DefiniteObj,,birazcık,ADV,Adverb,11,advmod,bio_551,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
249,8,olsun,I-DefiniteObj,,ol,VERB,Verb,7,compound,bio_551,_,Sing,_,Pos,_,_,_,_,3,_,Imp,_,_,bio
249,9,"""son",I-DefiniteObj,,"""son",NOUN,Noun,11,obj,bio_551,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
249,10,"""",I-DefiniteObj,,"""",PUNCT,PUNCT,9,PUNCT,bio_551,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
249,11,vermeyi,I-DefiniteObj,,ver,VERB,Verb,12,obj,bio_551,Acc,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
249,12,becerebilsek,B-Pred,,becer,VERB,Verb,0,root,bio_551,_,Plur,_,Pos,_,_,_,_,1,_,Des,_,_,bio
249,13,...,PUNCT,,...,PUNCT,PUNCT,12,PUNCT,bio_551,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
252,1,Ben,B-Subj,,ben,PRON,Pers,8,nsubj,bio_1271,Nom,Sing,_,_,_,_,_,_,1,_,_,_,_,bio
252,2,saklambaç,B-AdverbialComp,,saklambaç,NOUN,Noun,3,nmod:poss,bio_1271,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
252,3,oyunu,I-AdverbialComp,,oyun,NOUN,Noun,4,nsubj,bio_1271,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
252,4,oynandığı,I-AdverbialComp,,oyna,VERB,Verb,5,acl,bio_1271,Nom,Sing,_,Pos,_,_,_,Perf,3,Pass,_,_,Past,bio
252,5,zaman,I-AdverbialComp,,zaman,NOUN,Noun,8,obl,bio_1271,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
252,6,hiçbir,B-AdverbialComp,,hiçbir,DET,Det,7,det,bio_1271,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
252,7,zaman,I-AdverbialComp,,zaman,NOUN,Noun,8,compound,bio_1271,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
252,8,ebelenmezdim,B-Pred,,ebele,VERB,Verb,0,root,bio_1271,_,Sing,_,Neg,_,_,Fh,Perf,1,Pass,_,_,Past,bio
252,9,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,bio_1271,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
266,1,Genç,B-Subj,?*?,genç,PROPN,Prop,4,amod,bio_1845,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
266,2,",",I-Subjj,,",",PUNCT,PUNCT,3,PUNCT,bio_1845,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
266,3,diri,I-Subjj,,diri,NOUN,Noun,1,conj,bio_1845,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
266,4,vücudu,I-Subjj,,vücut,VERB,Verb,6,nsubj,bio_1845,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
266,5,meleklerle,B-AdverbialComp,,melek,NOUN,Noun,6,obj,bio_1845,Ins,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
266,6,yarışıyor,B-Pred,,yarış,VERB,Verb,0,root,bio_1845,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,bio
266,7,gibi,O,,gibi,ADP,PCNom,6,case,bio_1845,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
266,8,...,PUNCT,,...,PUNCT,PUNCT,6,PUNCT,bio_1845,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
271,1,Annem,B-Subj,,anne,NOUN,Noun,4,nsubj,bio_20,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
271,2,akşam,B-AdverbialComp,,akşam,NOUN,Noun,4,obl,bio_20,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
271,3,işten,B-IndirectObj,,iş,VERB,Verb,4,obl,bio_20,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
271,4,geldi,B-Pred,,gel,VERB,Verb,0,root,bio_20,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
271,5,.,PUNCT,,.,PUNCT,PUNCT,4,PUNCT,bio_20,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
273,1,Bazı,B-Subj,,bazı,DET,Det,3,det,bio_581,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
273,2,Sovyet,I-Subjj,,Sovyet,PROPN,Prop,3,nmod:poss,bio_581,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
273,3,filmleri,I-Subjj,,film,NOUN,Noun,7,nsubj,bio_581,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
273,4,de,O,,de,CCONJ,Conj,3,advmod:emph,bio_581,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
273,5,Amerikan,B-Pred,,Amerikan,ADJ,Adj,6,amod,bio_581,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
273,6,filmleri,I-Pred,,film,NOUN,Noun,7,nmod:poss,bio_581,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
273,7,düzeyinde,I-Pred,,düzey,NOUN,Noun,0,root,bio_581,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
273,8,.,PUNCT,,.,PUNCT,PUNCT,7,PUNCT,bio_581,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
276,1,Yanlış,B-Subj,,yanlış,ADJ,Adj,3,amod,bio_1404,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
276,2,bir,I-Subjj,,bir,DET,ANum,3,det,bio_1404,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
276,3,benzetme,I-Subjj,,benze,VERB,Verb,0,root,bio_1404,Nom,Sing,_,Pos,_,_,_,_,3,Cau,_,_,_,bio
276,4,belki,O,,belki,ADV,Adverb,3,advmod,bio_1404,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
276,5,ama,O,,ama,CCONJ,Conj,3,cc,bio_1404,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
276,6,",",PUNCT,,",",PUNCT,PUNCT,9,PUNCT,bio_1404,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
276,7,kolum,B-Subj,,kol,ADJ,Adj,9,nsubj,bio_1404,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
276,8,kanadım,I-Subjj,,kana,NOUN,Noun,7,compound:redup,bio_1404,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
276,9,kırıldı,B-Pred,,kır,VERB,Verb,4,conj,bio_1404,_,Sing,_,Pos,_,_,Fh,Perf,3,Pass,_,_,Past,bio
276,10,.,PUNCT,,.,PUNCT,PUNCT,9,PUNCT,bio_1404,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
292,1,Artık,B-AdverbialComp,,artık,ADV,Adverb,8,advmod,bio_1823,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
292,2,üniversitede,B-DefiniteObj,,üniversite,NOUN,Noun,5,obl,bio_1823,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
292,3,bana,I-DefiniteObj,,ben,PRON,Pers,5,obl,bio_1823,Dat,Sing,_,_,_,_,_,_,1,_,_,_,_,bio
292,4,kadro,I-DefiniteObj,,kadro,NOUN,Noun,5,nsubj,bio_1823,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
292,5,bulunup,I-DefiniteObj,,bulun,VERB,Verb,8,advcl,bio_1823,_,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
292,6,bulunmadığını,I-DefiniteObj,,bulun,VERB,Verb,5,compound:redup,bio_1823,Acc,Sing,_,Neg,_,_,_,Perf,3,_,_,_,Past,bio
292,7,bile,O,,bile,ADV,Adverb,5,advmod,bio_1823,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
292,8,takip,B-Pred,,takip,NOUN,Noun,0,root,bio_1823,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
