s,i,w,Tag,,l,x,p,g,f,sent_id,Case,Number,Type,Polarity,Reflex,Polite,Evident,Aspect,Person,Voice,Mood,type,Tense,cat
397,29,anlayışı,I-AdverbialComp,,anlayış,NOUN,Noun,30,obj,ess_1802,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,30,yansıtan,I-AdverbialComp,,yansı,VERB,Verb,34,acl,ess_1802,_,_,_,Pos,_,_,_,_,_,Cau,_,_,Pres,ess
397,31,darbe,I-AdverbialComp,,darbe,NOUN,Noun,32,nmod:poss,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,32,tehdidini,I-AdverbialComp,,tehdit,NOUN,Noun,33,obj,ess_1802,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,33,içeren,I-AdverbialComp,,içer,VERB,Verb,34,acl,ess_1802,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,ess
397,34,muhtırasıyla,I-AdverbialComp,,muhtıra,NOUN,Noun,35,obl,ess_1802,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
397,35,karşılandı,B-Pred,,karşıla,VERB,Verb,1,conj,ess_1802,_,Sing,_,Pos,_,_,Fh,Perf,3,Pass,_,_,Past,ess
397,36,...,PUNCT,,...,PUNCT,PUNCT,35,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,1,Halkevleri,O,,halkev,NOUN,Noun,0,root,ess_1802,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
398,2,:,PUNCT,,:,PUNCT,PUNCT,35,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,3,"""",PUNCT,,"""",PUNCT,PUNCT,35,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,4,AKP'nin,B-AdverbialComp,,AKP,PROPN,Abr,8,nmod:poss,ess_1802,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,5,25%,B-AdverbialComp,,25%,NOUN,Noun,8,nmod:poss,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,6,lik,I-AdverbialComp,,lik,ADP,Ness,5,case,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,7,azınlık,I-AdverbialComp,,azınlık,NOUN,Noun,8,nmod:poss,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,8,desteğiyle,I-AdverbialComp,,destek,NOUN,Noun,19,obl,ess_1802,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,9,devletin,B-Subj,,devlet,NOUN,Noun,11,nmod,ess_1802,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,10,tüm,I-Subjj,,tüm,DET,Det,11,det,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,11,iktidar,I-Subjj,,iktidar,NOUN,Noun,12,nmod:poss,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,12,merkezlerini,I-Subjj,,merkez,NOUN,Noun,19,obj,ess_1802,Acc,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
398,13,Amerikancı,I-Subjj,,Amerikan,ADJ,NAdj,12,conj,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,14,-,I-Subjj,,-,PUNCT,PUNCT,13,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,15,Yobaz,I-Subjj,,yobaz,ADJ,Adj,17,amod,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,16,bir,I-Subjj,,bir,DET,ANum,17,det,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,17,grubun,I-Subjj,,grup,NOUN,Noun,18,nmod:poss,ess_1802,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,18,denetimine,I-Subjj,,denetim,NOUN,Noun,19,obl,ess_1802,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,19,aktarmaya,I-Subjj,,aktar,VERB,Verb,20,nmod,ess_1802,Dat,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
398,20,dönük,I-Subjj,,dönük,ADJ,Adj,22,amod,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,21,darbeci,I-Subjj,,darbe,NOUN,Noun,22,nmod:poss,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,22,girişimi,I-Subjj,,girişim,NOUN,Noun,35,nsubj,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,23,",",PUNCT,,",",PUNCT,PUNCT,35,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,24,ordunun,B-AdverbialComp,,ordu,NOUN,Noun,29,nmod:poss,ess_1802,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,25,otoriter,I-AdverbialComp,,otorit,ADJ,Adj,29,amod,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,26,ve,I-AdverbialComp,,ve,CCONJ,Conj,27,cc,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,27,ırkçı,I-AdverbialComp,,ırk,ADJ,Adj,25,conj,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,28,bir,I-AdverbialComp,,bir,DET,ANum,29,det,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
398,29,anlayışı,I-AdverbialComp,,anlayış,NOUN,Noun,30,obj,ess_1802,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,30,yansıtan,I-AdverbialComp,,yansı,VERB,Verb,34,acl,ess_1802,_,_,_,Pos,_,_,_,_,_,Cau,_,_,Pres,ess
398,31,darbe,I-AdverbialComp,,darbe,NOUN,Noun,32,nmod:poss,ess_1802,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,32,tehdidini,I-AdverbialComp,,tehdit,NOUN,Noun,33,obj,ess_1802,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,33,içeren,I-AdverbialComp,,içer,VERB,Verb,34,acl,ess_1802,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,ess
398,34,muhtırasıyla,I-AdverbialComp,,muhtıra,NOUN,Noun,35,obl,ess_1802,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
398,35,karşılandı,B-Pred,,karşıla,VERB,Verb,1,conj,ess_1802,_,Sing,_,Pos,_,_,Fh,Perf,3,Pass,_,_,Past,ess
398,36,...,PUNCT,,...,PUNCT,PUNCT,35,PUNCT,ess_1802,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
405,1,Daru'n,B-Subj,,Daru'n,PROPN,Prop,4,nsubj,ess_67,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
405,2,-,I-Subjj,,-,PUNCT,PUNCT,1,PUNCT,ess_67,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
405,3,Nedve'nin,I-Subjj,,Nedve,PROPN,Prop,1,flat,ess_67,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
405,4,hüküm,I-Subjj,,hüküm,NOUN,Noun,6,acl,ess_67,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
405,5,sürdüğü,I-Subjj,,sür,VERB,Verb,4,compound,ess_67,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,ess
405,6,Mekke,I-Subjj,,Mekke,NOUN,Noun,7,nsubj,ess_67,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
405,7,vardı,B-Pred,,var,VERB,Verb,0,root,ess_67,_,Sing,_,_,_,_,Fh,Perf,3,_,_,_,Past,ess
405,8,ufukta,B-IndirectObj,,ufuk,NOUN,Noun,7,obl,ess_67,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
405,9,.,PUNCT,,.,PUNCT,PUNCT,7,PUNCT,ess_67,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
406,1,Bir,B-Subj,,bir,DET,ANum,3,det,ess_1570,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
406,2,yığın,I-Subjj,,yığın,NOUN,Noun,3,amod,ess_1570,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
406,3,meraklı,I-Subjj,,merak,ADJ,NAdj,17,nsubj,ess_1570,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
406,4,ise,O,,i,AUX,Conj,3,discourse,ess_1570,_,Sing,_,Pos,_,_,_,_,3,_,Cnd,_,_,ess
406,5,ne,B-IndirectObj,,ne,CCONJ,Ques,12,cc,ess_1570,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
406,6,siyah,I-IndirectObj,,siyah,ADJ,Adj,7,compound,ess_1570,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
406,7,kırması,I-IndirectObj,,kır,VERB,Verb,12,amod,ess_1570,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
406,8,iriyarı,I-IndirectObj,,iriyar,ADJ,Adj,12,amod,ess_1570,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
406,9,",",I-IndirectObj,,",",PUNCT,PUNCT,12,PUNCT,ess_1570,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
406,10,orta,I-IndirectObj,,orta,ADJ,Adj,12,amod,ess_1570,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
406,11,yaşlı,I-IndirectObj,,yaş,ADJ,Adj,12,amod,ess_1570,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
406,12,adama,I-IndirectObj,,adam,NOUN,Noun,17,obj,ess_1570,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
406,13,ne,I-IndirectObj,,ne,CCONJ,Conj,16,cc,ess_1570,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
406,14,de,I-IndirectObj,,de,CCONJ,Conj,16,cc,ess_1570,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
406,15,sarışın,I-IndirectObj,,sarışın,ADJ,Adj,16,amod,ess_1570,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
406,16,fıstığa,I-IndirectObj,,fıstık,NOUN,Noun,12,conj,ess_1570,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
406,17,bakıyordu,B-Pred,,bak,VERB,Verb,0,root,ess_1570,_,Sing,_,Pos,_,_,Fh,Prog,3,_,_,_,Past,ess
406,18,.,PUNCT,,.,PUNCT,PUNCT,17,PUNCT,ess_1570,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
408,1,Sıkıntımız,B-Subj,?*?,sıkıntı,ADJ,NAdj,4,nsubj,ess_287,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
408,2,sadece,O,,sadece,ADV,Adverb,4,advmod,ess_287,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
408,3,vücudumuzun,B-Pred,,vücut,ADJ,Adj,4,amod,ess_287,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
408,4,yorgunluğu,I-Pred,,yorgun,NOUN,Noun,0,root,ess_287,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
408,5,",",I-Pred,,",",PUNCT,PUNCT,7,PUNCT,ess_287,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
408,6,güneşin,I-Pred,,Güneş,NOUN,Noun,7,nmod:poss,ess_287,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
408,7,harareti,I-Pred,,hararet,NOUN,Noun,4,conj,ess_287,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
408,8,",",I-Pred,,",",PUNCT,PUNCT,10,PUNCT,ess_287,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
408,9,yerin,I-Pred,,yer,NOUN,Noun,10,nmod:poss,ess_287,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
408,10,sertliği,I-Pred,,sert,NOUN,Noun,4,conj,ess_287,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
408,11,yahut,I-Pred,,yahut,CCONJ,Adj,13,cc,ess_287,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
408,12,suyun,I-Pred,,su,NOUN,Noun,13,nmod:poss,ess_287,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
408,13,kıtlığı,I-Pred,,kıt,NOUN,Noun,4,conj,ess_287,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
408,14,mıdır,I-Pred,,mi,AUX,Ques,4,aux:q,ess_287,_,Sing,_,_,_,_,_,Imp,3,_,_,_,Pres,ess
408,15,?,PUNCT,,?,PUNCT,PUNCT,4,PUNCT,ess_287,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
416,1,Sol,B-IndirectObj,,sol(II),ADJ,Adj,2,amod,ess_736,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
416,2,kolumu,I-IndirectObj,,kol,NOUN,Noun,4,obj,ess_736,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
416,3,tekrar,B-AdverbialComp,,tekrar,ADV,Adverb,4,advmod,ess_736,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
416,4,dürtükledi,B-Pred,,dürtükle,VERB,Verb,0,root,ess_736,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,ess
416,5,ve,O,,ve,CCONJ,Conj,12,cc,ess_736,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
416,6,"""",PUNCT,,"""",PUNCT,PUNCT,7,PUNCT,ess_736,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
416,7,bu,B-Subj,,bu,DET,Det,9,det,ess_736,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
416,8,güzelim,I-Subjj,,güzelim,ADJ,Adj,9,amod,ess_736,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
416,9,yollar,I-Subjj,,yol,NOUN,Noun,12,nsubj,ess_736,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
416,10,eskiden,B-AdverbialComp,,eskit,ADV,Verb,12,advmod,ess_736,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
416,11,çamur,B-Pred,,çamur,NOUN,Noun,12,amod,ess_736,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
416,12,dopraktı,I-Pred,,doprak,VERB,Verb,4,conj,ess_736,_,Sing,_,Pos,_,_,_,Perf,3,_,Ind,_,Past,ess
416,13,.,PUNCT,,.,PUNCT,PUNCT,12,PUNCT,ess_736,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
417,1,Anlattıklarımı,B-DefiniteObj,,anlat,VERB,Verb,3,obj,ess_70,Acc,Plur,_,Pos,_,_,_,Perf,3,_,_,_,Past,ess
417,2,ilgiyle,B-AdverbialComp,,ilgi,ADV,Noun,3,advmod,ess_70,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
417,3,dinliyorsun,B-Pred,,dinle,VERB,Verb,0,root,ess_70,_,Sing,_,Pos,_,_,_,Prog,2,_,_,_,Pres,ess
417,4,.,PUNCT,,.,PUNCT,PUNCT,3,PUNCT,ess_70,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
421,1,Versace'yi,B-IndirectObj,?*?,Versace,PROPN,Prop,6,obj,ess_107,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
421,2,de,I-IndirectObj,,de,CCONJ,Conj,1,advmod:emph,ess_107,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
421,3,",",I-IndirectObj,,",",PUNCT,PUNCT,2,PUNCT,ess_107,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
421,4,Mercedes'i,I-IndirectObj,,Mercedes,PROPN,Prop,1,conj,ess_107,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
421,5,de,I-IndirectObj,,de,CCONJ,Conj,4,advmod:emph,ess_107,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
421,6,üreten,I-IndirectObj,,üre,VERB,Verb,7,acl,ess_107,_,_,_,Pos,_,_,_,_,_,Cau,_,_,Pres,ess
421,7,teknolojiye,I-IndirectObj,,teknoloji,NOUN,Noun,18,obj,ess_107,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
421,8,",",I-IndirectObj,,",",PUNCT,PUNCT,9,PUNCT,ess_107,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
421,9,ciddiyete,I-IndirectObj,,ciddiyet,NOUN,Noun,7,conj,ess_107,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
421,10,",",I-IndirectObj,,",",PUNCT,PUNCT,11,PUNCT,ess_107,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
421,11,yaratıcılığa,I-IndirectObj,,yaratı,NOUN,Noun,7,conj,ess_107,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
421,12,",",I-IndirectObj,,",",PUNCT,PUNCT,13,PUNCT,ess_107,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
421,13,titizliğe,I-IndirectObj,,titiz,NOUN,Noun,7,conj,ess_107,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
421,14,",",I-IndirectObj,,",",PUNCT,PUNCT,15,PUNCT,ess_107,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
421,15,tutarlığa,I-IndirectObj,,tutar,NOUN,Noun,7,conj,ess_107,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
421,16,ve,I-IndirectObj,,ve,CCONJ,Conj,17,cc,ess_107,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
421,17,kaliteye,I-IndirectObj,,kalite,NOUN,Noun,7,conj,ess_107,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
421,18,yazık,B-Pred,,yazık,NOUN,Noun,0,root,ess_107,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
421,19,...,PUNCT,,...,PUNCT,PUNCT,18,PUNCT,ess_107,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
425,1,Paylaşmayı,B-DefiniteObj,,paylaş,VERB,Verb,9,obj,ess_154,Acc,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
425,2,",",I-DefiniteObj,,",",PUNCT,PUNCT,3,PUNCT,ess_154,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
425,3,sevmeyi,I-DefiniteObj,,sev,VERB,Verb,1,conj,ess_154,Acc,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
425,4,",",I-DefiniteObj,,",",PUNCT,PUNCT,5,PUNCT,ess_154,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
425,5,hoşgörüyü,I-DefiniteObj,,hoşgörü,NOUN,Noun,1,conj,ess_154,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
425,6,",",I-DefiniteObj,,",",PUNCT,PUNCT,5,PUNCT,ess_154,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
425,7,kırılmayı,I-DefiniteObj,,kır,VERB,Verb,1,conj,ess_154,Acc,Sing,_,Pos,_,_,_,_,3,Pass,_,_,_,ess
425,8,sokakta,B-IndirectObj,,sokak,NOUN,Noun,9,obl,ess_154,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
425,9,oynadığımız,I-IndirectObj,,oyna,VERB,Verb,10,acl,ess_154,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,ess
425,10,oyunlardan,I-IndirectObj,,oyun,NOUN,Noun,11,obl,ess_154,Abl,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
425,11,öğrendik,B-Pred,,öğren,VERB,Verb,0,root,ess_154,_,Plur,_,Pos,_,_,Fh,Perf,1,_,_,_,Past,ess
425,12,.,PUNCT,,.,PUNCT,PUNCT,11,PUNCT,ess_154,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
429,1,Kitapları,B-DefiniteObj,,kitap,NOUN,Noun,3,obj,ess_759,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
429,2,onlara,B-IndirectObj,,o,PRON,Pers,3,obl,ess_759,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
429,3,uzatıp,B-Pred,,uza,VERB,Verb,4,advcl,ess_759,_,_,_,Pos,_,_,_,_,_,Cau,_,_,_,ess
429,4,vermenize,I-Pred,,ver,NOUN,Noun,6,obl,ess_759,Dat,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
429,5,gerek,I-Pred,,gerek,NOUN,Noun,6,nsubj,ess_759,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
429,6,yok,I-Pred,,yok,PRON,Adj,0,root,ess_759,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
429,7,;,PUNCT,,;,PUNCT,PUNCT,11,PUNCT,ess_759,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
429,8,sadece,O,,sadece,ADV,Adverb,11,advmod,ess_759,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
429,9,onlara,B-IndirectObj,,o,PRON,Pers,11,iobj,ess_759,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
429,10,okumalarını,B-DefiniteObj,,oku,VERB,Verb,11,obj,ess_759,Acc,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
429,11,söyleyin,B-Pred,,söyle,VERB,Verb,6,conj,ess_759,_,Plur,_,Pos,_,_,_,_,2,_,Imp,_,_,ess
429,12,.,PUNCT,,.,PUNCT,PUNCT,11,PUNCT,ess_759,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
430,1,New,B-IndirectObj,,New,PROPN,Prop,3,obl,ess_461,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
430,2,Orleans'ta,I-IndirectObj,,Orleans,PROPN,Prop,1,flat,ess_461,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
430,3,caz,B-Subj,,caz,NOUN,Noun,8,nsubj,ess_461,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
430,4,",",PUNCT,,",",PUNCT,PUNCT,3,PUNCT,ess_461,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
430,5,San,B-IndirectObj,,SAN,PROPN,Prop,7,obl,ess_461,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
430,6,Francisco'da,I-IndirectObj,,Francisco,PROPN,Prop,5,flat,ess_461,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
430,7,hüzün,B-Subj,,hüzün,NOUN,Noun,3,conj,ess_461,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
430,8,vardı,B-Pred,,var,VERB,Verb,0,root,ess_461,_,Sing,_,_,_,_,Fh,Perf,3,_,_,_,Past,ess
430,9,...,PUNCT,,...,PUNCT,PUNCT,8,PUNCT,ess_461,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
431,1,Eden,B-Subj,,et,PRON,Ques,2,obl,ess_1807,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
431,2,bulmuştur,B-Pred,,bul,VERB,Verb,6,nmod,ess_1807,_,Sing,_,Pos,_,_,Nfh,_,3,_,_,_,Past,ess
431,3,.,PUNCT,,.,PUNCT,PUNCT,2,PUNCT,ess_1807,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
431,4,"""",PUNCT,,"""",PUNCT,PUNCT,3,PUNCT,ess_1807,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
431,5,Kitabı,B-DefiniteObj,,kitap,NOUN,Noun,6,nsubj,ess_1807,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
431,6,ters,B-Pred,,ters,ADJ,NAdj,0,root,ess_1807,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
431,7,çevirdi,I-Pred,,çevir,VERB,Verb,6,compound,ess_1807,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,ess
431,8,",",PUNCT,,",",PUNCT,PUNCT,14,PUNCT,ess_1807,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
431,9,sonra,B-AdverbialComp,,sonra,ADV,Adverb,14,advmod,ess_1807,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
431,10,da,O,,da,CCONJ,Conj,9,advmod:emph,ess_1807,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
431,11,koltukta,B-IndirectObj,,koltuk,NOUN,Noun,14,obl,ess_1807,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
431,12,geriye,B-AdverbialComp,,geri,ADJ,NAdj,14,amod,ess_1807,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
431,13,doğru,I-AdverbialComp,,doğru,ADP,PCDat,12,case,ess_1807,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
431,14,kaykıldı,B-Pred,,kaykıl,VERB,Verb,6,conj,ess_1807,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,ess
431,15,.,PUNCT,,.,PUNCT,PUNCT,6,PUNCT,ess_1807,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
432,1,Ama,O,,ama,CCONJ,Conj,3,mark,ess_144,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
432,2,öyle,B-Pred,,öyle,ADV,Adverb,3,advmod,ess_144,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
432,3,değil,I-Pred,,değil,CCONJ,Conj,0,root,ess_144,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
432,4,...,PUNCT,,...,PUNCT,PUNCT,3,PUNCT,ess_144,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
433,1,Ben,B-Subj,,ben,PRON,Pers,12,nsubj,ess_207,Nom,Sing,_,_,_,_,_,_,1,_,_,_,_,ess
433,2,bu,B-AdverbialComp,,bu,DET,Det,3,det,ess_207,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
433,3,haberi,I-AdverbialComp,,haber,NOUN,Noun,4,obj,ess_207,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
433,4,okuyunca,I-AdverbialComp,,oku,VERB,Verb,12,advcl,ess_207,_,_,_,Pos,_,_,_,_,_,_,_,_,_,ess
433,5,mezun,B-IndirectObj,,mezun,ADJ,NAdj,6,amod,ess_207,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
433,6,olmaktan,I-IndirectObj,,ol,VERB,Verb,11,obj,ess_207,Abl,_,_,Pos,_,_,_,_,_,_,_,_,_,ess
433,7,ve,I-IndirectObj,,ve,CCONJ,Conj,9,cc,ess_207,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
433,8,askere,I-IndirectObj,,asker,NOUN,Noun,9,iobj,ess_207,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
433,9,gitmekten,I-IndirectObj,,git,VERB,Verb,6,conj,ess_207,Abl,_,_,Pos,_,_,_,_,_,_,_,_,_,ess
433,10,çok,B-AdverbialComp,,çok,ADV,Adverb,11,advmod,ess_207,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
433,11,korkar,B-Pred,,kork,ADJ,Adj,12,ccomp,ess_207,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
433,12,oldum,I-Pred,,ol,VERB,Verb,0,root,ess_207,_,Sing,_,Pos,_,_,Fh,Perf,1,_,_,_,Past,ess
433,13,.,PUNCT,,.,PUNCT,PUNCT,12,PUNCT,ess_207,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
438,1,Bu,B-Subj,,bu,PRON,Demons,9,nsubj,ess_574,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
438,2,da,O,,da,CCONJ,Conj,1,advmod:emph,ess_574,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
